image_id,relative_path,raw_path,class_name,class_index,group_id,split,old_grouped_manifest_source_path
IC4SD_EUC_000046,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(278).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(278).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(278).png
IC4SD_EUC_000047,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(279).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(279).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(279).png
IC4SD_EUC_000048,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(280).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(280).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(280).png
IC4SD_EUC_000049,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(281).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(281).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(281).png
IC4SD_EUC_000050,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(282).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(282).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(282).png
IC4SD_EUC_000051,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(283).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(283).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(283).png
IC4SD_EUC_000052,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(284).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(284).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(284).png
IC4SD_EUC_000053,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(285).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(285).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(285).png
IC4SD_EUC_000054,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(286).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(286).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(286).png
IC4SD_EUC_000055,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(287).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(287).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(287).png
IC4SD_EUC_000056,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(288).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(288).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.10,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.10/3358. Eucalyptus camandulensis.10.(288).png
IC4SD_EUC_000057,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(27).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(27).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(27).png
IC4SD_EUC_000058,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(28).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(28).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(28).png
IC4SD_EUC_000059,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(29).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(29).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(29).png
IC4SD_EUC_000060,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(30).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(30).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(30).png
IC4SD_EUC_000061,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(31).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(31).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(31).png
IC4SD_EUC_000062,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(32).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(32).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(32).png
IC4SD_EUC_000063,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(33).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(33).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(33).png
IC4SD_EUC_000064,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(34).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(34).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(34).png
IC4SD_EUC_000065,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(35).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(35).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(35).png
IC4SD_EUC_000066,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(36).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(36).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(36).png
IC4SD_EUC_000067,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(37).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(37).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(37).png
IC4SD_EUC_000068,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(38).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(38).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(38).png
IC4SD_EUC_000069,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(39).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(39).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(39).png
IC4SD_EUC_000070,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(40).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(40).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(40).png
IC4SD_EUC_000071,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(41).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(41).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(41).png
IC4SD_EUC_000072,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(42).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(42).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(42).png
IC4SD_EUC_000073,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(43).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(43).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(43).png
IC4SD_EUC_000074,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(44).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(44).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(44).png
IC4SD_EUC_000075,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(45).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(45).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(45).png
IC4SD_EUC_000076,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(46).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(46).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(46).png
IC4SD_EUC_000077,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(47).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(47).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(47).png
IC4SD_EUC_000078,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(48).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(48).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(48).png
IC4SD_EUC_000079,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(49).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(49).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(49).png
IC4SD_EUC_000080,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(50).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(50).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(50).png
IC4SD_EUC_000081,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(51).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(51).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(51).png
IC4SD_EUC_000082,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(52).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(52).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.2,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.2/3358. Eucalyptus camandulensis.2.(52).png
IC4SD_EUC_000083,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(53).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(53).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(53).png
IC4SD_EUC_000084,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(54).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(54).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(54).png
IC4SD_EUC_000085,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(55).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(55).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(55).png
IC4SD_EUC_000086,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(56).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(56).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(56).png
IC4SD_EUC_000087,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(57).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(57).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(57).png
IC4SD_EUC_000088,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(58).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(58).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(58).png
IC4SD_EUC_000089,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(59).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(59).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(59).png
IC4SD_EUC_000090,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(60).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(60).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(60).png
IC4SD_EUC_000091,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(61).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(61).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(61).png
IC4SD_EUC_000092,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(62).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(62).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(62).png
IC4SD_EUC_000093,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(63).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(63).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(63).png
IC4SD_EUC_000094,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(64).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(64).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(64).png
IC4SD_EUC_000095,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(65).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(65).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(65).png
IC4SD_EUC_000096,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(66).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(66).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(66).png
IC4SD_EUC_000097,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(67).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(67).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(67).png
IC4SD_EUC_000098,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(68).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(68).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(68).png
IC4SD_EUC_000099,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(69).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(69).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(69).png
IC4SD_EUC_000100,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(70).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(70).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(70).png
IC4SD_EUC_000101,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(71).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(71).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(71).png
IC4SD_EUC_000102,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(72).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(72).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(72).png
IC4SD_EUC_000103,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(73).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(73).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.3,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.3/3358. Eucalyptus camandulensis.3.(73).png
